screen,candidate,construction_file,construction_line,construction_expr,resolution_kind,auto_class,auto_components,candidate_class,components,component_levels,null_scheme,null_permutes_or_clusters_at,composite_verdict,verdict_reason,evidence,classification_source
E0_I0017_shot_quality_efficiency,C01_assisted_share,experiments\exploration\E0_I0017_shot_quality_efficiency\s01_build_frame.py,252,"safe_div(P[""_asst""], P[""_asst_den""])",SUBSCRIPT_ASSIGN,ATOMIC,"[""_asst"", ""_asst_den""]",ATOMIC,"[""_asst"", ""_asst_den""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0017_shot_quality_efficiency,E06_opp_assisted_conceded,experiments\exploration\E0_I0017_shot_quality_efficiency\s01_build_frame.py,294,"safe_div(TP[""_asst""], TP[""_asst_den""])",SUBSCRIPT_ASSIGN,ATOMIC,"[""_asst"", ""_asst_den""]",ATOMIC,"[""_asst"", ""_asst_den""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0017_shot_quality_efficiency,E04_opp_xefg_conceded,experiments\exploration\E0_I0017_shot_quality_efficiency\s01_build_frame.py,300,"np.where(~np.isfinite(safe_div(TP[""_att""], TP[""_att""])), np.nan, xo)",SUBSCRIPT_ASSIGN,ATOMIC,"[""_att"", ""_att""]",ATOMIC,"[""_att"", ""_att""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0017_shot_quality_efficiency,B04_dist_trend,experiments\exploration\E0_I0017_shot_quality_efficiency\s01_build_frame.py,247,"pl[""B01_dist_t5""] - pl[""A01_dist_mean""]",SUBSCRIPT_ASSIGN,COMPOSITE_DIFFERENCE,"[""B01_dist_t5"", ""A01_dist_mean""]",COMPOSITE_DIFFERENCE,"[""B01_dist_t5"", ""A01_dist_mean""]","{""B01_dist_t5"": {""between_opp_team_season"": 0.0022928361801190606, ""between_player_season"": 0.8584118920701724}, ""A01_dist_mean"": {""between_opp_team_season"": 0.001601440980256707, ""between_player_season"": 0.9649545326398212}}",entity swap within season at the candidate's declared entity,declared entity,NOT_EXPOSED,"MEASURED: every component is dominant at the SAME level, so a single entity swap at that level is valid for all of them","MEASURED on the screen's own screen_frame.parquet; null from s02_screen.py:12-13, s05_finalise.py:179",EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E0_I0017_shot_quality_efficiency,C02_assisted_share_3pt,experiments\exploration\E0_I0017_shot_quality_efficiency\s01_build_frame.py,253,"safe_div(P[""_asst3""], P[""_asst3_den""])",SUBSCRIPT_ASSIGN,ATOMIC,"[""_asst3"", ""_asst3_den""]",ATOMIC,"[""_asst3"", ""_asst3_den""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0017_shot_quality_efficiency,C05_assisted_trend,experiments\exploration\E0_I0017_shot_quality_efficiency\s01_build_frame.py,256,"pl[""C04_assisted_share_t5""] - pl[""C01_assisted_share""]",SUBSCRIPT_ASSIGN,COMPOSITE_DIFFERENCE,"[""C04_assisted_share_t5"", ""C01_assisted_share""]",COMPOSITE_DIFFERENCE,"[""C04_assisted_share_t5"", ""C01_assisted_share""]","{""C04_assisted_share_t5"": {""between_opp_team_season"": 0.010988721761853169, ""between_player_season"": 0.5575498591786223}, ""C01_assisted_share"": {""between_opp_team_season"": 0.010019318717472737, ""between_player_season"": 0.8629239898794998}}",entity swap within season at the candidate's declared entity,declared entity,NOT_EXPOSED,"MEASURED: every component is dominant at the SAME level, so a single entity swap at that level is valid for all of them","MEASURED on the screen's own screen_frame.parquet; null from s02_screen.py:12-13, s05_finalise.py:179",EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E0_I0017_shot_quality_efficiency,E01_opp_dist_conceded,experiments\exploration\E0_I0017_shot_quality_efficiency\s01_build_frame.py,290,"safe_div(TP[""_distsum""], TP[""_att""])",SUBSCRIPT_ASSIGN,ATOMIC,"[""_distsum"", ""_att""]",ATOMIC,"[""_distsum"", ""_att""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0017_shot_quality_efficiency,E03_opp_restricted_conceded,experiments\exploration\E0_I0017_shot_quality_efficiency\s01_build_frame.py,292,"safe_div(TP[zc[""Restricted Area""]], TP[""_att""])",SUBSCRIPT_ASSIGN,ATOMIC,"[""_att"", ""Restricted Area""]",ATOMIC,"[""_att"", ""Restricted Area""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0017_shot_quality_efficiency,G01_noise,experiments\exploration\E0_I0017_shot_quality_efficiency\s01_build_frame.py,341,rng.standard_normal(len(pl)),SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0017_shot_quality_efficiency,B05_lt5ft_trend,experiments\exploration\E0_I0017_shot_quality_efficiency\s01_build_frame.py,248,"pl[""B02_lt5ft_t5""] - pl[""A02_share_lt5ft""]",SUBSCRIPT_ASSIGN,COMPOSITE_DIFFERENCE,"[""B02_lt5ft_t5"", ""A02_share_lt5ft""]",COMPOSITE_DIFFERENCE,"[""B02_lt5ft_t5"", ""A02_share_lt5ft""]","{""B02_lt5ft_t5"": {""between_opp_team_season"": 0.002815149300995846, ""between_player_season"": 0.7989006845487743}, ""A02_share_lt5ft"": {""between_opp_team_season"": 0.0020788695700565, ""between_player_season"": 0.94581704636297}}",entity swap within season at the candidate's declared entity,declared entity,NOT_EXPOSED,"MEASURED: every component is dominant at the SAME level, so a single entity swap at that level is valid for all of them","MEASURED on the screen's own screen_frame.parquet; null from s02_screen.py:12-13, s05_finalise.py:179",EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E0_I0017_shot_quality_efficiency,E02_opp_lt5ft_conceded,experiments\exploration\E0_I0017_shot_quality_efficiency\s01_build_frame.py,291,"safe_div(TP[""_lt5""], TP[""_att""])",SUBSCRIPT_ASSIGN,ATOMIC,"[""_lt5"", ""_att""]",ATOMIC,"[""_lt5"", ""_att""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0017_shot_quality_efficiency,G02_ref_echo,experiments\exploration\E0_I0017_shot_quality_efficiency\s01_build_frame.py,342,"pl[""refB_ppm""]           # per-outcome echo is re-pointed in s02",SUBSCRIPT_ASSIGN,ATOMIC,"[""refB_ppm""]",ATOMIC,"[""refB_ppm""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,pl_opps_prior,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,143,gs.cumcount().astype(float)                       # prior obligation rows,SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,pl_games_prior,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,144,"gs[""y""].transform(lambda x: x.shift(1).cumsum()).fillna(0.0)",SUBSCRIPT_ASSIGN,ATOMIC,"[""y""]",ATOMIC,"[""y""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,pl_prior_rate_inseason,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,145,"gs[""y""].transform(lambda x: x.shift(1).expanding().mean())",SUBSCRIPT_ASSIGN,ATOMIC,"[""y""]",ATOMIC,"[""y""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,pl_career_opps_prior,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,146,gc.cumcount().astype(float),SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,pl_career_games_prior,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,147,"gc[""y""].transform(lambda x: x.shift(1).cumsum()).fillna(0.0)",SUBSCRIPT_ASSIGN,ATOMIC,"[""y""]",ATOMIC,"[""y""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,pl_prior_rate_career,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,148,"gc[""y""].transform(lambda x: x.shift(1).expanding().mean())",SUBSCRIPT_ASSIGN,ATOMIC,"[""y""]",ATOMIC,"[""y""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,pl_prior_season_games,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,149,"H[""pl_career_games_prior""] - H[""pl_games_prior""]",SUBSCRIPT_ASSIGN,COMPOSITE_DIFFERENCE,"[""pl_career_games_prior"", ""pl_games_prior""]",COMPOSITE_DIFFERENCE,"[""pl_career_games_prior"", ""pl_games_prior""]","[""player_between, measured vsb=0.9349"", ""player_between, measured vsb=0.2631""]","player_between primary, player_within secondary, worst-of taken as the verdict",player-season,NOT_EXPOSED,"the null permutes the ASSEMBLED column, which moves every component simultaneously; all components are on the screen's own level record at or coarser than the permuting entity",grouping_levels.csv,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E0_I0019_availability_forecast,pl_is_rookie_window,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,150,"(H[""pl_prior_season_games""] <= 0).astype(float)",SUBSCRIPT_ASSIGN,ATOMIC,"[""pl_prior_season_games""]",ATOMIC,"[""pl_prior_season_games""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,pl_minutes_prior,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,151,"gs[""box_minutes""].transform(lambda x: x.shift(1).cumsum()).fillna(0.0)",SUBSCRIPT_ASSIGN,ATOMIC,"[""box_minutes""]",ATOMIC,"[""box_minutes""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,pl_min_per_opp_prior,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,152,"H[""pl_minutes_prior""] / H[""pl_opps_prior""].replace(0, np.nan)",SUBSCRIPT_ASSIGN,COMPOSITE_RATIO,"[""pl_minutes_prior"", ""pl_opps_prior""]",COMPOSITE_RATIO,"[""pl_minutes_prior"", ""pl_opps_prior""]","[""player_between, measured vsb=0.4560"", ""player_between, measured vsb=0.0934""]","player_between primary, player_within secondary, worst-of taken as the verdict",player-season,NOT_EXPOSED,"the null permutes the ASSEMBLED column, which moves every component simultaneously; all components are on the screen's own level record at or coarser than the permuting entity",grouping_levels.csv,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E0_I0019_availability_forecast,pl_missed_last,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,156,"gs[""_miss""].shift(1)",SUBSCRIPT_ASSIGN,ATOMIC,"[""_miss""]",ATOMIC,"[""_miss""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,pl_missed_any_last3,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,157,"gs[""_miss""].transform(",SUBSCRIPT_ASSIGN,ATOMIC,"[""_miss""]",ATOMIC,"[""_miss""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,pl_dnp_frac5,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,159,"gs[""_miss""].transform(lambda x: x.shift(1).rolling(5, min_periods=2).mean())",SUBSCRIPT_ASSIGN,ATOMIC,"[""_miss""]",ATOMIC,"[""_miss""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,pl_dnp_frac10,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,160,"gs[""_miss""].transform(lambda x: x.shift(1).rolling(10, min_periods=3).mean())",SUBSCRIPT_ASSIGN,ATOMIC,"[""_miss""]",ATOMIC,"[""_miss""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,pl_consec_absences,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,205,pd.concat(cc).reindex(H.index),SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,pl_absence_spells,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,208,pd.concat(sp_).reindex(H.index),SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,pl_days_since_appear,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,230,"app.groupby([""season"", ""player_id""], sort=False)[""gdate""].transform(",SUBSCRIPT_ASSIGN,ATOMIC,"[""gdate""]",ATOMIC,"[""gdate""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,pl_boundary_score,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,213,"4.0 * r_ * (1.0 - r_)          # peaks at r = 0.5, the ""sometimes"" players",SUBSCRIPT_ASSIGN,COMPOSITE_PRODUCT,[],COMPOSITE_PRODUCT,[],[],"player_between primary, player_within secondary, worst-of taken as the verdict",player-season,NOT_EXPOSED,"the null permutes the ASSEMBLED column, which moves every component simultaneously; all components are on the screen's own level record at or coarser than the permuting entity",screen source,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E0_I0019_availability_forecast,pl_boundary_score_career,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,215,4.0 * rc * (1.0 - rc),SUBSCRIPT_ASSIGN,COMPOSITE_PRODUCT,[],COMPOSITE_PRODUCT,[],[],"player_between primary, player_within secondary, worst-of taken as the verdict",player-season,NOT_EXPOSED,"the null permutes the ASSEMBLED column, which moves every component simultaneously; all components are on the screen's own level record at or coarser than the permuting entity",screen source,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E0_I0019_availability_forecast,pl_switches,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,207,pd.concat(sw_).reindex(H.index),SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,pl_switch_rate,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,209,"H[""pl_switches""] / H[""pl_opps_prior""].replace(0, np.nan)",SUBSCRIPT_ASSIGN,COMPOSITE_RATIO,"[""pl_switches"", ""pl_opps_prior""]",COMPOSITE_RATIO,"[""pl_switches"", ""pl_opps_prior""]","[""player_between, measured vsb=0.5862"", ""player_between, measured vsb=0.0934""]","player_between primary, player_within secondary, worst-of taken as the verdict",player-season,NOT_EXPOSED,"the null permutes the ASSEMBLED column, which moves every component simultaneously; all components are on the screen's own level record at or coarser than the permuting entity",grouping_levels.csv,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E0_I0019_availability_forecast,pl_switches5,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,210,"gs[""_miss""].transform(",SUBSCRIPT_ASSIGN,ATOMIC,"[""_miss""]",ATOMIC,"[""_miss""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,pl_run_length,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,206,pd.concat(rl_).reindex(H.index),SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,pl_min_mean5,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,224,"gv.transform(lambda x: x.shift(1).rolling(5, min_periods=2).mean())",GENERATED[pl_%s_mean5],ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,pl_min_sd5,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,225,"gv.transform(lambda x: x.shift(1).rolling(5, min_periods=3).std())",GENERATED[pl_%s_sd5],ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,pl_min_cv5,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,226,"app[""pl_min_sd5""] / app[""pl_min_mean5""].replace(0, np.nan)",SUBSCRIPT_ASSIGN,COMPOSITE_RATIO,"[""pl_min_sd5"", ""pl_min_mean5""]",COMPOSITE_RATIO,"[""pl_min_sd5"", ""pl_min_mean5""]","[""player_between, measured vsb=0.3458"", ""player_between, measured vsb=0.8604""]","player_between primary, player_within secondary, worst-of taken as the verdict",player-season,NOT_EXPOSED,"the null permutes the ASSEMBLED column, which moves every component simultaneously; all components are on the screen's own level record at or coarser than the permuting entity",grouping_levels.csv,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E0_I0019_availability_forecast,pl_start_mean5,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,224,"gv.transform(lambda x: x.shift(1).rolling(5, min_periods=2).mean())",GENERATED[pl_%s_mean5],ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,pl_usg_mean5,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,224,"gv.transform(lambda x: x.shift(1).rolling(5, min_periods=2).mean())",GENERATED[pl_%s_mean5],ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,pl_min_trend5,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,228,"(gmn.transform(lambda x: x.shift(1).rolling(2, min_periods=2).mean()) -",SUBSCRIPT_ASSIGN,UNDETERMINABLE_EXPR,[],UNDETERMINABLE_EXPR,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,tm_roster_churn_prior,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,124,,COLUMNS_LIST,UNDETERMINABLE_SITE,[],UNDETERMINABLE_SITE,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,tm_newfaces_prior,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,125,,MENTION,UNDETERMINABLE_SITE,[],UNDETERMINABLE_SITE,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,tm_roster_size_prior,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,125,,MENTION,UNDETERMINABLE_SITE,[],UNDETERMINABLE_SITE,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,tm_five_tenure_prior,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,126,,MENTION,UNDETERMINABLE_SITE,[],UNDETERMINABLE_SITE,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,tm_five_changed_prior,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,126,,MENTION,UNDETERMINABLE_SITE,[],UNDETERMINABLE_SITE,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,tm_rest_days,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,60,"g[""gdate""].transform(lambda x: (x - x.shift(1)).dt.days).astype(float)",SUBSCRIPT_ASSIGN,COMPOSITE_DIFFERENCE,"[""gdate""]",COMPOSITE_DIFFERENCE,"[""gdate""]",[],"player_between primary, player_within secondary, worst-of taken as the verdict",player-season,UNDETERMINABLE,"the null permutes the ASSEMBLED column, so the invariant turns on whether any component varies FINER than the permuting entity; the level of gdate is not on this screen's own record and was not invented here",screen source,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E0_I0019_availability_forecast,tm_b2b,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,61,"(tg[""tm_rest_days""] == 1).astype(float)",SUBSCRIPT_ASSIGN,ATOMIC,"[""tm_rest_days""]",ATOMIC,"[""tm_rest_days""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,tm_3in4,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,82,"(tg[""tm_n_prior3d""] >= 2).astype(float)",SUBSCRIPT_ASSIGN,ATOMIC,"[""tm_n_prior3d""]",ATOMIC,"[""tm_n_prior3d""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,tm_games_prior7d,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,79,"_n_in_window(gg[""gdate""], 7)",SUBSCRIPT_ASSIGN,ATOMIC,"[""gdate""]",ATOMIC,"[""gdate""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,tm_is_home,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,84,"pd.to_numeric(tg[""is_home""], errors=""coerce"").astype(float)",SUBSCRIPT_ASSIGN,ATOMIC,"[""is_home""]",ATOMIC,"[""is_home""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,tm_game_idx,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,58,g.cumcount().astype(float),SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,tm_season_progress,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,83,"tg[""tm_game_idx""] / 40.0",SUBSCRIPT_ASSIGN,ATOMIC,"[""tm_game_idx""]",ATOMIC,"[""tm_game_idx""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,tm_win_pct_prior,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,59,"g[""win""].transform(lambda x: x.shift(1).expanding().mean())",SUBSCRIPT_ASSIGN,ATOMIC,"[""win""]",ATOMIC,"[""win""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,tm_win_pct_vs_league,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,87,"tg[""tm_win_pct_prior""] - lg",SUBSCRIPT_ASSIGN,COMPOSITE_DIFFERENCE,"[""tm_win_pct_prior""]",COMPOSITE_DIFFERENCE,"[""tm_win_pct_prior""]","[""teamgame_between, measured vsb=1.0000""]","player_between primary, player_within secondary, worst-of taken as the verdict",player-season,NOT_EXPOSED,"the null permutes the ASSEMBLED column, which moves every component simultaneously; all components are on the screen's own level record at or coarser than the permuting entity",grouping_levels.csv,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E0_I0019_availability_forecast,tm_late_out_of_contention,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,88,"((tg[""tm_season_progress""] > 0.75) &",SUBSCRIPT_ASSIGN,UNDETERMINABLE_EXPR,[],UNDETERMINABLE_EXPR,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,mdl_is_fallback,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,304,"F[""v15__is_fallback""].astype(float)",SUBSCRIPT_ASSIGN,ATOMIC,"[""v15__is_fallback""]",ATOMIC,"[""v15__is_fallback""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,mdl_fallback_level,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,305,"pd.to_numeric(F[""v15__fallback_level""], errors=""coerce"").astype(float)",SUBSCRIPT_ASSIGN,ATOMIC,"[""v15__fallback_level""]",ATOMIC,"[""v15__fallback_level""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,mdl_is_cold_start,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,306,"F[""v15__is_cold_start""].astype(float)",SUBSCRIPT_ASSIGN,ATOMIC,"[""v15__is_cold_start""]",ATOMIC,"[""v15__is_cold_start""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,mdl_n_prior_games,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,307,"pd.to_numeric(F[""v15__n_prior_games""], errors=""coerce"").astype(float)",SUBSCRIPT_ASSIGN,ATOMIC,"[""v15__n_prior_games""]",ATOMIC,"[""v15__n_prior_games""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,mdl_pred_point,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,309,p,SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,mdl_pred_entropy,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,311,-(pc * np.log(pc) + (1 - pc) * np.log(1 - pc)),SUBSCRIPT_ASSIGN,COMPOSITE_MIXED,[],COMPOSITE_MIXED,[],[],"player_between primary, player_within secondary, worst-of taken as the verdict",player-season,NOT_EXPOSED,"the null permutes the ASSEMBLED column, which moves every component simultaneously; all components are on the screen's own level record at or coarser than the permuting entity",screen source,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E0_I0019_availability_forecast,mdl_pred_dist_from_half,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,312,(p - 0.5).abs(),SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,neg_ctrl_row_noise,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,315,rng.random(len(F)),SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0019_availability_forecast,neg_ctrl_player_noise,experiments\exploration\E0_I0019_availability_forecast\s02_build_candidates.py,317,rng.random(len(ps)),SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0024_reb_ast_characterisation,A01_c04_prevgame,experiments\exploration\E0_I0024_reb_ast_characterisation\s02_build_frame.py,367,A01,SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0024_reb_ast_characterisation,A02_n_present_prevgame,experiments\exploration\E0_I0024_reb_ast_characterisation\s02_build_frame.py,368,A02,SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0024_reb_ast_characterisation,A03_absent_usg_prevgame,experiments\exploration\E0_I0024_reb_ast_characterisation\s02_build_frame.py,369,A03,SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0024_reb_ast_characterisation,A04_teammate_prior_fgm_pg,experiments\exploration\E0_I0024_reb_ast_characterisation\s02_build_frame.py,370,A04,SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0024_reb_ast_characterisation,A05_teammate_prior_fgpct,experiments\exploration\E0_I0024_reb_ast_characterisation\s02_build_frame.py,371,A05,SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0024_reb_ast_characterisation,G01_noise,experiments\exploration\E0_I0024_reb_ast_characterisation\s02_build_frame.py,381,rng.standard_normal(len(pl)),SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0024_reb_ast_characterisation,G02_placebo_noop,experiments\exploration\E0_I0024_reb_ast_characterisation\s04_screen.py,117,,DICT_VALUE,UNDETERMINABLE_SITE,[],UNDETERMINABLE_SITE,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
